content,score,at
 saya bisa masuk login padahal paket kuota msih ada malah kata offline tolong cara bagaimana,1,2019-08-07
tolong dong aplikasi saya kenapa offline gimana mau bayar ini,5,2019-08-07
 setelah diupgrade tulisannya anda sedang offline terus dan tdk bisa dibuka pdhl sinyal saya bagus,1,2019-08-07
knpa shopintar saya gak bisa buka setelah update trs saya klw mau bayar giman ini,3,2019-08-07
hari ini aplikasi koq tdk bisa buka,2,2019-08-07
ini kok eror mau bayar gimana caranya,2,2019-08-07
kenapa pada saat saya mau melakukan pembayaran apk kok gak bisa buka,1,2019-08-07
parah nih aplikasi sinyak bagus gak bisa buka,3,2019-08-07
tai conec mau bayar pas jth tempo mlah error bisa msuk,1,2019-08-07
saya mau bayar tagihan bisa buka aplikasinya ,5,2019-08-07
kenapa bisa buka padahal koneksi internet bagus,1,2019-08-07
saya mau bayar sekarang tidak masuk beranda ,2,2019-08-07
sangat membantu tapi sayang bunganya gede banget bisa kali korting,4,2019-08-07
sudah bulan terus aja tolak acc kenapa ,1,2019-08-07
shopintar sangat deh cepet banget acc nya,5,2019-08-07
saya kasih bintang semoga aku acc karna setahu saya shop pintar adalah aplikasi yang baik,1,2019-08-07
baik buat pengen sangat butuh keringanan membeli dan meminjam,5,2019-08-07
semoga dan tersemoga kan soalnya sanggat butuh,4,2019-08-07
knapa pinjaman saya ditolak bgitu aja padahal dokumen saya itu bener sudah ril,5,2019-08-07
hati aplikasi ini tagihan sudah bayar tagihan tetap ada,1,2019-08-07
saya sudah transfer kenapa aflikasi tetap masih ada tagihan,4,2019-08-07
kali ngajuin ditolak terus sedangkan data pribadi sudah masuk tolong jangan kecewakan calon konsumen thanks,1,2019-08-07
alhamdulillah saya menjadii lebih mudah mendapatkan barang yang saya impikan semoga pembayaran tidak berubah,5,2019-08-07
trima kasih shopintar sdh menyetujui ajukan saya walau hanya 5rb insya allah membantu,5,2019-08-07
makasih min proses beneran cpt menit verikasi langsung acc good apk nya,5,2019-08-07
Apl sangat membantu trimakasih Smoga semakin maju lancar bikin puas pelanggan setia,5,2019-08-06
saya tertarik untuk ikut serta kridit barang ,5,2019-08-06
saya mau mncoba cicil vivo saya mau kasih bintang dulu ,2,2019-08-06
cepat cair pinjaman dan jangka waktu lama,5,2019-08-06
status pinjaman sedang berlangsung Tapi kenapa saya cek uang lom masuk rekening mohon penjelasan ,5,2019-08-06
dicobak dulu kalo enak aku kasih bntang dah,3,2019-08-06
shointar gampang ajukan apa aja semoga depanya makin sukses,5,2019-08-06
tai ini aplikasi setelah masukin data sama pasword facebook facebook blockir anjiing,1,2019-08-06
atas nama ade sirojudin telah membayar cicilan dan sudah lunas coba tolong lihat,3,2019-08-06
pengajuan sya tolak sya mau tau kekurangan prayaratan sya apa ,5,2019-08-06
lebih ditingkatkan lagi pelayanannya dan lebih dipermudah syaratnya,5,2019-08-06
agak lama sih prosesnya tapi alhamdulillah acc juga klo mau acc hrus sbar kak,3,2019-08-06
sudah dong gangan bekukan twrus saldo saya maka pijaman lain,5,2019-08-06
terima kasih shopintar proses pengajuan cepat dan ribet,5,2019-08-06
baru pertama kaLi semoga aja yang gede bunganya,5,2019-08-06
parah kali ini saya pesan barang dari tanggal Juli sekarang belum sampai,1,2019-08-06
blm ada transfer kok sdh tagihkn dlm tagihan bln dpn tlng koreksi,1,2019-08-06
sudah berapa kali coba tdk pernah acc gagal terus katanya cepat,2,2019-08-06
sudah dibayar tapi koo belom masuk keterangan pembayaran,1,2019-08-05
kenapa pengajuan saya selalu tolak apa karena tidak ada uang muka aplikasi taik,1,2019-08-05
udh dibayar tapi boleh kredit lagi emng doang apk kredit,1,2019-08-05
payah kenapa saya susah masuk selalu gagal selalu ferikasi gagal terus,2,2019-08-05
bagaimana cara bayar cicilan melalui internet banking saya bongung soalnya menu tertera rekening,3,2019-08-05
pengalaman saya mau bayar lewat alfa mart suka aga sulit mohon lebih permudah lagi,5,2019-08-05
tinggal klik daftar kembali mengingat penilaian dan komentarnya jadi down maaf deh saya ragu,1,2019-08-05
seep pkk nie aplikasi klo bisa tambahin dong tenor jadi atau bunga jangan terlalu besar,4,2019-08-05
app kurang bagus udah ngisi data malah kaga acc,1,2019-08-05
 dlu gan bru pemula blom dicoba smoga ajjah bisa mmbantu,4,2019-08-05
baru telat sehari saja karna ada kendala listrik mati tagih terus,1,2019-08-05
shopintar telah membantu saya dalam hal uangan,5,2019-08-05
untuk saat ini bagus karna persyaratannya mudah apalagi untuk mahasiswa,5,2019-08-05
ini gimana promo kok gak bisa kepake,5,2019-08-05
slmt siang bapak ibu mohon untuk bantuannya trmksih,5,2019-08-05
selalu ditolaknya gak bermutu bener seperti namanya aplikasi SOKPINTAR ini jangan install nih aplikasi pembodohan,1,2019-08-05
bagi yang ingin coba silakan sudah mewakili penilaian aplikasi ini menurut saya,1,2019-08-05
Janji palsu kalau sudah regist mendapatkan voucher ,1,2019-08-05
sukses selalu buat shopintar kredit mudah belanja nyaman semua afsilitas dengan baik,5,2019-08-05
cepet pngiriman barang sesuai semoga awet saya blanja shopintar semoga amanah terus,5,2019-08-05
 say pesan token pulsa blm masuk kde untuk token pdhal sms audh selesai,5,2019-08-05
Nggak recomended AKLAK KREIVO Lebih BAGS OKE SEGALANYA,1,2019-08-05
 terdaftar ojk ilegal hii agak serem buat beli lewat sini pantes pelayanan jelek,1,2019-08-05
ternyata shopintar tidak terdaftar OJK malah masuk daftar salah satu fintech ilegal,1,2019-08-05
aplikasi kode verify masuk pesan dong udah coba aplikasi apaan ini kaya tai anjeng,1,2019-08-04
sekarang tambah udah bagus tingkatkan dan pertahankan,5,2019-08-04
tolong data saya dihapus saya takut disalah gunakan nyesal saya sdh download app ini,1,2019-08-04
shope akhir bisa acc juga saya akan jaga pembayaran nya,5,2019-08-04
saya kasih bintang agar pengajuan saya setujuin thank shopintar,5,2019-08-04
aplikasi ini sangat bagus dan sangat mmbantu sekali terimaksih shopintar,5,2019-08-04
app bermutu jangn download ngajuin tolak tiba tagihan nlpn marah kan aneh dasar leasing ,1,2019-08-04
limit tetap bunga mahal kalau ambil satu bulan awal bulan kaya rentenir,2,2019-08-04
siapa tau bisa bermanfaat untuk orang banyak,5,2019-08-04
terimah kasih dan sngat bagus deh apliksi ini sangat membntu,5,2019-08-04
puas belanja shopintar barangnya mantap sesuai keinginan terima kasih shopintar,5,2019-08-04
terimah atas kepercayaan kpda saya kasih bintang,5,2019-08-04
Saya Member sudh lama malah sekrg gak ada menu cicilan nya,1,2019-08-04
apakah benar aplikasi shopintar bisa belanja barang elektronik dengan cicilan,5,2019-08-04
aplikasi ini lebih mudah daftar daripada apliksai sebelah yang sering banget data kita tilak,5,2019-08-04
MASK AFTAR 143 FINTECH PINJAMAN ONLINE YANG ILLEGAL NIH HATI GYS,1,2019-08-04
Ini benar uang muka apa pas barang datang langsung bayar bulan pertama ,3,2019-08-04
Aman dan terpercaya Terima kasih limit naik trs,5,2019-08-04
sangat membantu cara penagihan baik gak nge buru,5,2019-08-04
siipp mantul bener apk shopintar apa aja ada mari,5,2019-08-04
 nagih bahasanya kasar trz dah lgsg plunasan ajuin lgi bisa pdhl ada tagihan sama skali,2,2019-08-04
Aplikasi gak jelas Belibet ujung ujungnya acc Jgn download Sayang kuota,1,2019-08-04
terima kasih Shopintar sudah memberikan persetujuan atas pinjaman saya,5,2019-08-04
belanja mudah tarik tunai mudah trimakasih banyak kpd shopintar smoga kedepannya lebih baik ,5,2019-08-04
aplikasi ribet buat apa download dan pinjam aplikasi ini ribet mending pake lama lebih meyakinkan,1,2019-08-04
mudah menggunakannya cepat prosesnya sangat membantu ribet,5,2019-08-04
weh aplikasi bangke tolak aplikasi jelas alasan bedebah,1,2019-08-04
 banget pokoknya verifikasi mudah dan cepat tankz shopintar,5,2019-08-03
Kredit elektronik muantap dan ramah dan proses cepat,5,2019-08-03
mengabulkan setiap keinginan saya kalo bisa dengan bunga yang rendah dan tenor panjang ,5,2019-08-03
saya sudah bayar tapi aplikasinya masih tetap ada tagihannya knapa ,1,2019-08-03
saya suka pelayanannya sangat cepat tapi bunganya kalo bisa turunin,5,2019-08-03
sumpah shopintar keren bgt blm 3menit saya sudah disetujui pinjamannya mambantu orang memberikan solisi shopintar,5,2019-08-03
shopintar sangat membantu saya dan pengajuan cepat sekali sukses selalu shopintar,5,2019-08-03
limit kredit tidak bisa digunakan dibekukak gimna ini,5,2019-08-03
kau bangsat udah ribet isi data sampe nomor kantor punya aplikasi ini,1,2019-08-03
assalamualaikum kok saya tidak acc tiba ada tagihan kerumah saya ini aplikasi gimana sih sistemnya,1,2019-08-03
Kecewa aplikasi jelas barang tau dikirim atau engga udah ada tagihan,1,2019-08-03
kontol telat sehari aja langsung bebukan kayak bayar aja,1,2019-08-03
sangat baik cepat cair dengan limit yang besar,5,2019-08-03
good kalee alhamdulillah smpai lunas lancar saja tanpa ada masalah,5,2019-08-03
mantap pengiriman cepat dan sesuai pesanan pokoknya good luck,4,2019-08-03
 kasih bintang dulu mudah mudahan apk ini membantu dan bermanfaat,5,2019-08-03
shopintar gak pernah mau acc saya sangat kecewa,2,2019-08-03
Karena liat komen semua saya hapus lagi amplikasi ini jadi pakai Maaf amplikasi kontol,1,2019-08-03
mantap dan cepat dtng barangnya kurirnya baik,5,2019-08-03
Permasalahan saya selesai saya kasih cuma proses terlalu lama tolong diperbaiki,5,2019-08-02
app gak jelas saya ngajuin cicilan elektronis gak bisa tolak terus,1,2019-08-02
saya kredit tpi knp kok ditolak kak,5,2019-08-02
parah gagal nunggu bulan lagi butuh malah susah persaratanya,1,2019-08-02
kalo kita pake rekening sodara bisa soal saya tidak punya rekening bng,3,2019-08-02
klw bisa saya aktifin lagi soalnya dibekukan shopintar terhormat,5,2019-08-02
sering lemot fitur perbanyak dong biar tau rating penjualnya,5,2019-08-02
kok pesanan saya batalkan padahal saya sudah transfer uang muka nya,1,2019-08-02
tolong walau telat pembayaran jangan sampe dibekukan lama,3,2019-08-02
fintech ini sudah diblokir ojk bijaklah sebelum menggunakan,1,2019-08-02
 bintang dlu jika pengajuan saya setujui transfer akan saya full kan bintang trimaksih,4,2019-08-02
operator langsung telpon makasih klaw bisa tambah lilit cuma mah binggung mau beli apa hee,5,2019-08-02
top markotop pokoknya applikasi yang sangat membantu,5,2019-08-02
bagus tolong perbaiki telat cuman satu hari ajh udh kaya telat sebulan,5,2019-08-02
Bagus sih Gak ribet tapi limit kecil,5,2019-08-02
Terima Kasih sudah beri fasilitas Shopintar semoga bermanfaat Sukses terus untuk Shopintar,4,2019-08-02
tai aplikasi buang kuota setiap pengajuan saya selalu tolak,1,2019-08-02
sayaa sudah byar bulan kmein tpi aplikasi msih ajh bayar kmnain duit sya itu,3,2019-08-02
shopintar keren dan pintar sangat membantu mengatur keuangan saya trm kasih,5,2019-08-02
member udah gold limit masih sama kayak bronze,1,2019-08-02
maaf saya mau tanya apa pihak shopintar saat memvertivikasi akan menayakan nama ibu kandung,5,2019-08-02
Mantap kasih limit lebih besar lagi dong,5,2019-08-02
mau upload informasi aja susah padahal jaringan bagus ,5,2019-08-02
uang muka sama cicilan tiba berubah gitu aja gimana,3,2019-08-02
benar membantu semoga lain dpt menikmati shopintar,5,2019-08-02
saya sudah melakukan pelunasan kenapa masih ada tagihan,1,2019-08-02
udh ksh bintang acc mlu ush brpa cba,1,2019-08-01
gila bunga gede banget enggak deh kalo apk ini mending apk sebelah aja,2,2019-08-01
parahh data sudah benar dan lengkap sllu tolak jgn download kawan apk banyakkan bohong nya,1,2019-08-01
aplikasi apa ini gak ada modal aplikasi pasti ditolak jangan instal aplikasi ini,1,2019-08-01
Shopintar nomor rekening sya lupa gmna kira bisa tanpa rekening nya,2,2019-08-01
parah blum waktu bayar udah kena denda,1,2019-08-01
baru daftar Smoga bnyk manfaat tidak menyulitkan,5,2019-08-01
saya sdh transfer briva aplikasi blm terpotong cicilannya,1,2019-08-01
baru mau pake ech mau ngajuin cicilan malah langsung tolak payah auto uinstall,1,2019-08-01
Ini gimana Saya mau ngambil Vivo V15 kok tolak truss Why Lol,1,2019-08-01
bunga jangan gede dong ampun deh nyekek banget,4,2019-08-01
aplikasi bagus pijam uang bisa jangka bulan,5,2019-08-01
semoga pinjaman berikutnya jikalau sedang butuh bisa acc kembali shopintar,5,2019-08-01
ikira sanggup bayar cicilan apa tiap pengen kredit ditolak mulu,1,2019-08-01
shopintar aplikasi belanja sangat mudah dan membatu sekali semoga sukses,5,2019-08-01
parah sampe sekarng limit kredit gua gak buka shopintar hapus aja dri playstore aplikasi ilegal,1,2019-08-01
pembayaran baik selalu bayar sebelum jatuh tempo limit hilang,1,2019-08-01
klu kta nda npwp kantor gmn tlg konfir,5,2019-08-01
hebat dan memuaskan jaya dan sukses selalu untuk shop pintar,5,2019-08-01
sangat membatu sekali tanpa kartu kredit bisa belanja,5,2019-08-01
sangat bagus dan recomended mudah memiliki barang dengan pembayaran cicil sangat membantu masyarakat deh,5,2019-08-01
epkoll pemerasan bunga semakin naik pnjman seberapa Aplikasi bikin kita kerjaan Mengalahkan KART KREIT,1,2019-08-01
Bagaimana ini saya sudah membayar seminggu lebih masih ada penagihan lewat aplikasi maupun lewat telfon,1,2019-08-01
 payah sekarang shopintar masa kridit syy dibekukan tambah kacau shopintar tambah bintang klo kredit dibekukan ,2,2019-07-31
bermanfaat untuk semua pengusaha muda maju terus,5,2019-07-31
stok habis uang sudah bayar tapi pengembalian tunda sampai sekarang sudah hari kecewa,1,2019-07-31
Sangat terbantu dan prosesnya cepat makasih shopintar,5,2019-07-31
mudah bisa lancar dengan aplikasi ini aminn,5,2019-07-31
bunga sangt besar mencekik bangett tolong benahi kak biar membantu,3,2019-07-31
aplikasi saya tidak bisa dibuka padahal mau jatuh tempo,2,2019-07-31
 tagihan saya belum berubah imeil bales saya udah bayar ,3,2019-07-31
trima kasih shopintar apakah pembayaran listrik sdh bnr berhasil diselesaikan bgmn ngecek tolong informasi ,5,2019-07-31
sangat membantu sekali atas layanannya bru bisa kasih bintang dulu,3,2019-07-31
AKHIR setelah Satu Bulan baru ACC pengajuan saya,5,2019-07-31
sangat membantu syg pemgiriman sangat lambat untuk daerah kalimantan,4,2019-07-31
aplilasi sue udah instal terus ngajuin rijek tapi sms mulu,1,2019-07-31
pinjaman tunai saya knapa blok yaa dah sebulan ini admin,5,2019-07-31
membantu sekali saat sulit mudah acc pencairan cepat,5,2019-07-31
sangat membantu sekali saat butuh kan shopintar aplikasi top bgt dechh cocok buat ksh bintang ,5,2019-07-31
makasih pinjaman udah acc nanti kalau limit naik saya mau pinjam lagi,5,2019-07-31
knapa tdk bisa mngajukn pinjaman padahl bayar tepat waktu,1,2019-07-31
mantap melebihi aplikasi apapun inimah lumayan cepat,5,2019-07-31
Aplikasi yang sangat bagus semoga semakin sempurna,5,2019-07-31
aplikasi yang bsa gunakan tiap pmesanan TOLAK padahal aplikasi lain bisa tuh,1,2019-07-31
kaka kalo cara pembayaran pinjaman alfamart gimana cara lewat doku apa lewat xendit sih,5,2019-07-31
terima kasih sophe pengajuan gampang chuy sangat membantu dalam keuangan,5,2019-07-31
aplikasi sampah cuma menuh menuhin playstore aja,1,2019-07-31
gila mahal amat jadi klo nyicil lgsg uninstal,1,2019-07-31
penjol shointar lebih baik dari penjol yang lain thx ,5,2019-07-31
apakah benar ini aplikasih sampah refund dana susah,1,2019-07-31
Kenapa sekarang limitnya bisa pake buat isi pulsa Ovo ,4,2019-07-31
mudah mudahan pengajuan pertama saya diterima dengan baik mohon segera diproses terima kasih,5,2019-07-31
saya dulu telat cuma sehari itupun karena sistem sekarang gak bisa pinjam lagi kecewa,3,2019-07-30
 jaman kuda gigit besi hingga kini ALWAYS REJECTE disitu merasa sedih,3,2019-07-30
ngikut kasih bintang soalnya bunganya gede banget parah makan tuh duit riba,1,2019-07-30
apk cacat laporkan saja pada ojk biar dtutup apk,1,2019-07-30
apakah ini bisa menyicil melalui cod bayar ditempat,5,2019-07-30
mantuul pokoke nyesel ora daftar apk sing bisa bantu adaan argen,5,2019-07-30
haloo nama saya femmy aplikasi ini sangat bagus banget,5,2019-07-30
test aja dlu kasih sukur gak ydh,5,2019-07-30
jangan nipu kamvret diiklan bintang ternyata bintang aslinya jelek wkwkwkkw penipu anj,1,2019-07-30
aplikasi jelas cuma mau minta data doang pengajuan langsung ditolak,1,2019-07-30
Shopintar applikasi yang sangat bagus pintar sukses selalu buat shopintar,5,2019-07-30
gak ada fitur chat untuk pembelian produk,1,2019-07-30
nice tpi mau unggh foto ktp gak bisa caranya gimana,5,2019-07-30
Aplikasi penipu bilangnya pinjaman bulan baru 14hari udh tagih Jgn download nnti nyesel,1,2019-07-30
saya tidak bisa masuk akun saya bagaimana saya mau membayar hutang saya tolong bantu secepatnya,5,2019-07-30
Aaneh mau pdate Foto Ktp malah diam Gitu aja gak upload gimana mau naikin kredit,3,2019-07-30
knp limit saya msh bekukan sampai sekarang percuma dong bisa pakai sangat kecewa,1,2019-07-30
shopintar kredit online paling pas pengiriman cepat barang pun bagus memang mantap,5,2019-07-30
mau menayakan kenapa saya udah bayar lunas dana masih bekukan tolong bantu,2,2019-07-30
Mantaap bagus cepet ada potongan top deh,5,2019-07-30
ini aplikasi sangat memojokkan sangat menyesal memakai aplikasi ini,1,2019-07-30
sya sudah melunasi cicilan kenapa saya melanggar ketentuan gitu mba buka dan gunakan lomit saya,2,2019-07-30
Aplikasi gila ini bunga jgn download aplikasi gila,1,2019-07-30
limin memang besar tpi bunga juga besar mencekik,3,2019-07-30
kenapa apps gue engga bisa buat cicil ,1,2019-07-30
kecewaa pesanan lemari tidak sampai diaplikasi pesanan sudah selesai mohon kembalikan uang ,1,2019-07-29
blm jatuh tempo udah ditlf ganggu bgt seharusnya tlf tuh kalo udah jatuh tmpo,2,2019-07-29
gua blom tau tpi menurut semuanya bagus tpi ini bneran bisa cicil mas,5,2019-07-29
bos knapa sya tidak bsa ajukan kta pdahal pya utang,1,2019-07-29
saya kasih bintang langsung mudah mudahan oke,5,2019-07-29
saya cmn kasih tau jangan pinjam shopintar,1,2019-07-29
bagian penagih tidak sopan dan mengancam data saya,1,2019-07-29
cepat tepat profesional melayani peminjam tidak ribet,5,2019-07-29
shopintar pengajuan saya acc hanya dalam waktu jam mudah kedepanya lancarr,5,2019-07-29
Mantap Limit Belanja Tinggi Limit Penarikan Lumayan,5,2019-07-29
good ribet langsung acc bayar bisa cicil pula makasih shopinter semoga selalu lancar,5,2019-07-29
saya sudah bayar cicilan yang kedua tpi belum berkurang cicilannya saya pakai internet banking,3,2019-07-29
